NACA_index,TSR,Cp,Cp_max,Cp_avg,TSR_min,TSR_max,radius,height,chord,num_blades,solidity
NACA_0018,2.3947,0.207844,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,2.6316,0.254071,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,2.8684,0.298675,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,3.1053,0.337732,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,3.3421,0.368897,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,3.5789,0.394249,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,3.8158,0.414609,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,4.0526,0.430675,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,4.2895,0.442075,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,4.5263,0.44838,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,4.7632,0.448734,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,5.0,0.442211,0.448734,0.250298,0.5,5.0,2.0,5.0,0.18,3,0.27
NACA_0018,0.5,0.001496,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,0.7368,0.003132,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,0.9737,0.005672,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,1.2105,0.009413,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,1.4474,0.014588,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,1.6842,0.021358,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,1.9211,0.029782,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,2.1579,0.039812,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,2.3947,0.051321,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,2.6316,0.063941,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,2.8684,0.077151,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,3.1053,0.090346,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,3.3421,0.102763,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,3.5789,0.113856,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,3.8158,0.124065,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,4.0526,0.133602,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,4.2895,0.142591,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,4.5263,0.151185,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,4.7632,0.159296,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,5.0,0.166876,0.166876,0.075112,0.5,5.0,2.5,1.0,0.08,2,0.064
NACA_0018,0.5,0.002239,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,0.7368,0.004687,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,0.9737,0.008489,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,1.2105,0.014091,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,1.4474,0.021835,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,1.6842,0.031959,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,1.9211,0.044536,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,2.1579,0.059482,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,2.3947,0.076561,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,2.6316,0.09514,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,2.8684,0.114435,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,3.1053,0.133386,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,3.3421,0.150889,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,3.5789,0.166311,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,3.8158,0.18037,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,4.0526,0.193365,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,4.2895,0.205423,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,4.5263,0.216771,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,4.7632,0.22719,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,5.0,0.236623,0.236623,0.109189,0.5,5.0,2.5,1.0,0.08,3,0.096
NACA_0018,0.5,0.001868,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,0.7368,0.00391,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,0.9737,0.007082,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,1.2105,0.011755,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,1.4474,0.018215,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,1.6842,0.026665,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,1.9211,0.037171,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,2.1579,0.049667,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,2.3947,0.063977,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,2.6316,0.079607,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,2.8684,0.095905,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,3.1053,0.112054,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,3.3421,0.12711,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,3.5789,0.140457,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,3.8158,0.152704,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,4.0526,0.164083,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,4.2895,0.17472,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,4.5263,0.184832,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,4.7632,0.194246,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,5.0,0.202918,0.202918,0.092447,0.5,5.0,2.5,1.0,0.1,2,0.08
NACA_0018,0.5,0.002794,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,0.7368,0.005849,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,0.9737,0.010595,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,1.2105,0.017587,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,1.4474,0.027249,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,1.6842,0.039874,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,1.9211,0.055538,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,2.1579,0.074127,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,2.3947,0.095288,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,2.6316,0.118179,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,2.8684,0.141769,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,3.1053,0.164669,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,3.3421,0.185473,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,3.5789,0.203602,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,3.8158,0.219995,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,4.0526,0.234994,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,4.2895,0.248762,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,4.5263,0.261452,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,4.7632,0.272822,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,5.0,0.282766,0.282766,0.133169,0.5,5.0,2.5,1.0,0.1,3,0.12
NACA_0018,0.5,0.002239,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,0.7368,0.004687,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,0.9737,0.008489,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,1.2105,0.014091,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,1.4474,0.021835,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,1.6842,0.031959,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,1.9211,0.044536,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,2.1579,0.059482,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,2.3947,0.076561,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,2.6316,0.09514,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,2.8684,0.114435,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,3.1053,0.133386,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,3.3421,0.150889,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,3.5789,0.166311,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,3.8158,0.18037,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,4.0526,0.193365,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,4.2895,0.205423,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,4.5263,0.216771,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,4.7632,0.22719,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,5.0,0.236623,0.236623,0.109189,0.5,5.0,2.5,1.0,0.12,2,0.096
NACA_0018,0.5,0.003347,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,0.7368,0.007008,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,0.9737,0.012693,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,1.2105,0.021072,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,1.4474,0.032645,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,1.6842,0.04776,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,1.9211,0.066487,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,2.1579,0.088675,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,2.3947,0.113832,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,2.6316,0.140885,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,2.8684,0.168537,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,3.1053,0.195044,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,3.3421,0.218695,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,3.5789,0.239093,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,3.8158,0.257359,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,4.0526,0.273828,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,4.2895,0.2888,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,4.5263,0.302194,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,4.7632,0.313798,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,5.0,0.323441,0.323441,0.15576,0.5,5.0,2.5,1.0,0.12,3,0.144
NACA_0018,0.5,0.002794,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,0.7368,0.005849,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,0.9737,0.010595,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,1.2105,0.017587,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,1.4474,0.027249,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,1.6842,0.039874,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,1.9211,0.055538,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,2.1579,0.074127,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,2.3947,0.095288,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,2.6316,0.118179,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,2.8684,0.141769,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,3.1053,0.164669,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,3.3421,0.185473,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,3.5789,0.203602,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,3.8158,0.219995,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,4.0526,0.234994,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,4.2895,0.248762,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,4.5263,0.261452,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,4.7632,0.272822,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,5.0,0.282766,0.282766,0.133169,0.5,5.0,2.5,1.0,0.15,2,0.12
NACA_0018,0.5,0.004173,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,0.7368,0.008738,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,0.9737,0.015829,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,1.2105,0.026279,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,1.4474,0.040707,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,1.6842,0.059532,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,1.9211,0.082813,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,2.1579,0.11031,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,2.3947,0.141281,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,2.6316,0.174327,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,2.8684,0.207539,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,3.1053,0.238831,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,3.3421,0.265821,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,3.5789,0.288848,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,3.8158,0.309087,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,4.0526,0.326834,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,4.2895,0.342513,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,4.5263,0.355767,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,4.7632,0.366406,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,5.0,0.373934,0.373934,0.186978,0.5,5.0,2.5,1.0,0.15,3,0.18
NACA_0018,0.5,0.003347,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,0.7368,0.007008,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,0.9737,0.012693,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,1.2105,0.021072,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,1.4474,0.032645,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,1.6842,0.04776,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,1.9211,0.066487,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,2.1579,0.088675,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,2.3947,0.113832,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,2.6316,0.140885,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,2.8684,0.168537,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,3.1053,0.195044,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,3.3421,0.218695,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,3.5789,0.239093,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,3.8158,0.257359,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,4.0526,0.273828,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,4.2895,0.2888,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,4.5263,0.302194,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,4.7632,0.313798,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,5.0,0.323441,0.323441,0.15576,0.5,5.0,2.5,1.0,0.18,2,0.144
NACA_0018,0.5,0.004995,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,0.7368,0.010459,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,0.9737,0.01895,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,1.2105,0.031463,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,1.4474,0.048727,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,1.6842,0.071237,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,1.9211,0.099013,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,2.1579,0.131713,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,2.3947,0.168262,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,2.6316,0.20692,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,2.8684,0.245187,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,3.1053,0.28027,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,3.3421,0.309619,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,3.5789,0.334333,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,3.8158,0.355455,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,4.0526,0.373392,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,4.2895,0.388411,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,4.5263,0.40003,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,4.7632,0.407943,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,5.0,0.411298,0.411298,0.214884,0.5,5.0,2.5,1.0,0.18,3,0.216
NACA_0018,0.5,0.001496,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,0.7368,0.003132,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,0.9737,0.005672,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,1.2105,0.009413,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,1.4474,0.014588,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,1.6842,0.021358,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,1.9211,0.029782,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,2.1579,0.039812,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,2.3947,0.051321,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,2.6316,0.063941,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,2.8684,0.077151,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,3.1053,0.090346,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,3.3421,0.102763,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,3.5789,0.113856,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,3.8158,0.124065,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,4.0526,0.133602,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,4.2895,0.142591,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,4.5263,0.151185,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,4.7632,0.159296,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,5.0,0.166876,0.166876,0.075112,0.5,5.0,2.5,2.0,0.08,2,0.064
NACA_0018,0.5,0.002239,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,0.7368,0.004687,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,0.9737,0.008489,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,1.2105,0.014091,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,1.4474,0.021835,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,1.6842,0.031959,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,1.9211,0.044536,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,2.1579,0.059482,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,2.3947,0.076561,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,2.6316,0.09514,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,2.8684,0.114435,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,3.1053,0.133386,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,3.3421,0.150889,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,3.5789,0.166311,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,3.8158,0.18037,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,4.0526,0.193365,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,4.2895,0.205423,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,4.5263,0.216771,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,4.7632,0.22719,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,5.0,0.236623,0.236623,0.109189,0.5,5.0,2.5,2.0,0.08,3,0.096
NACA_0018,0.5,0.001868,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,0.7368,0.00391,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,0.9737,0.007082,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,1.2105,0.011755,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,1.4474,0.018215,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,1.6842,0.026665,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,1.9211,0.037171,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,2.1579,0.049667,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,2.3947,0.063977,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,2.6316,0.079607,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
NACA_0018,2.8684,0.095905,0.202918,0.092447,0.5,5.0,2.5,2.0,0.1,2,0.08
