NACA_index,TSR,Cp,Cp_max,Cp_avg,TSR_min,TSR_max,radius,height,chord,num_blades,solidity
NACA_0012,5.0,0.263064,0.263064,0.099347,0.5,5.0,2.5,5.0,0.12,2,0.096
NACA_0012,0.5,0.002051,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,0.7368,0.004346,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,0.9737,0.00794,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,1.2105,0.013292,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,1.4474,0.020771,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,1.6842,0.030716,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,1.9211,0.043337,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,2.1579,0.058843,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,2.3947,0.077295,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,2.6316,0.098724,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,2.8684,0.123,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,3.1053,0.149896,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,3.3421,0.178977,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,3.5789,0.209401,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,3.8158,0.240421,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,4.0526,0.270953,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,4.2895,0.299873,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,4.5263,0.325933,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,4.7632,0.348143,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,5.0,0.366322,0.366322,0.143512,0.5,5.0,2.5,5.0,0.12,3,0.144
NACA_0012,0.5,0.007187,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,0.7368,0.003627,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,0.9737,0.006626,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,1.2105,0.011091,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,1.4474,0.01733,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,1.6842,0.02563,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,1.9211,0.036167,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,2.1579,0.049124,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,2.3947,0.064557,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,2.6316,0.082505,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,2.8684,0.102878,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,3.1053,0.125525,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,3.3421,0.15015,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,3.5789,0.17614,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,3.8158,0.202792,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,4.0526,0.229423,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,4.2895,0.255098,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,4.5263,0.278828,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,4.7632,0.299674,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,5.0,0.317183,0.317183,0.122077,0.5,5.0,2.5,5.0,0.15,2,0.12
NACA_0012,0.5,0.002558,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,0.7368,0.005422,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,0.9737,0.009906,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,1.2105,0.016585,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,1.4474,0.025916,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,1.6842,0.038321,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,1.9211,0.054051,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,2.1579,0.073356,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,2.3947,0.096289,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,2.6316,0.122857,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,2.8684,0.152867,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,3.1053,0.185907,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,3.3421,0.221333,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,3.5789,0.257872,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,3.8158,0.294601,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,4.0526,0.329919,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,4.2895,0.362275,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,4.5263,0.39018,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,4.7632,0.412624,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,5.0,0.430807,0.430807,0.174182,0.5,5.0,2.5,5.0,0.15,3,0.18
NACA_0012,0.5,0.002051,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,0.7368,0.004346,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,0.9737,0.00794,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,1.2105,0.013292,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,1.4474,0.020771,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,1.6842,0.030716,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,1.9211,0.043337,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,2.1579,0.058843,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,2.3947,0.077295,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,2.6316,0.098724,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,2.8684,0.123,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,3.1053,0.149896,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,3.3421,0.178977,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,3.5789,0.209401,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,3.8158,0.240421,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,4.0526,0.270953,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,4.2895,0.299873,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,4.5263,0.325933,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,4.7632,0.348143,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,5.0,0.366322,0.366322,0.143512,0.5,5.0,2.5,5.0,0.18,2,0.144
NACA_0012,0.5,0.003062,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,0.7368,0.006492,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,0.9737,0.011863,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,1.2105,0.019866,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,1.4474,0.031042,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,1.6842,0.045895,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,1.9211,0.064714,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,2.1579,0.087785,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,2.3947,0.115146,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,2.6316,0.146743,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,2.8684,0.182323,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,3.1053,0.221229,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,3.3421,0.26244,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,3.5789,0.304401,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,3.8158,0.345719,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,4.0526,0.384387,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,4.2895,0.41841,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,4.5263,0.446062,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,4.7632,0.466982,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0012,5.0,0.48403,0.48403,0.20243,0.5,5.0,2.5,5.0,0.18,3,0.216
NACA_0015,0.5,0.005995,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,0.7368,0.012686,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,0.9737,0.023156,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,1.2105,0.038662,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,1.4474,0.06029,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,1.6842,0.088689,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,1.9211,0.124221,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,2.1579,0.166864,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,2.3947,0.216027,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,2.6316,0.270228,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,2.8684,0.326734,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,3.1053,0.382489,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,3.3421,0.433509,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,3.5789,0.475953,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,3.8158,0.508575,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,4.0526,0.534643,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,4.2895,0.555209,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,4.5263,0.570813,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,4.7632,0.58128,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,5.0,0.586427,0.586427,0.298122,0.5,5.0,0.5,1.0,0.08,2,0.32
NACA_0015,0.5,0.008899,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,0.7368,0.018839,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,0.9737,0.034402,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,1.2105,0.057462,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,1.4474,0.08959,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,1.6842,0.131605,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,1.9211,0.18377,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,2.1579,0.245578,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,2.3947,0.315006,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,2.6316,0.387778,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,2.8684,0.458509,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,3.1053,0.519949,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,3.3421,0.565061,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,3.5789,0.592046,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,3.8158,0.592593,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,4.0526,0.592593,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,4.2895,0.592593,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,4.5263,0.585647,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,4.7632,0.558688,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,5.0,0.522594,0.592593,0.35266,0.5,5.0,0.5,1.0,0.08,3,0.48
NACA_0015,0.5,0.007455,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,0.7368,0.015778,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,0.9737,0.028806,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,1.2105,0.048107,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,1.4474,0.075015,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,1.6842,0.110271,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,1.9211,0.154219,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,2.1579,0.206681,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,2.3947,0.266501,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,2.6316,0.330878,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,2.8684,0.396097,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,3.1053,0.457337,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,3.3421,0.508716,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,3.5789,0.546097,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,3.8158,0.572193,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,4.0526,0.5897,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,4.2895,0.592593,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,4.5263,0.592593,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,4.7632,0.592593,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,5.0,0.583702,0.592593,0.333766,0.5,5.0,0.5,1.0,0.1,2,0.4
NACA_0015,0.5,0.011038,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,0.7368,0.023373,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,0.9737,0.042697,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,1.2105,0.071333,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,1.4474,0.111179,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,1.6842,0.163088,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,1.9211,0.227167,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,2.1579,0.301878,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,2.3947,0.383107,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,2.6316,0.463905,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,2.8684,0.53498,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,3.1053,0.58555,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,3.3421,0.592593,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,3.5789,0.592593,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,3.8158,0.592593,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,4.0526,0.571569,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,4.2895,0.530394,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,4.5263,0.477648,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,4.7632,0.417116,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,5.0,0.35314,0.592593,0.352347,0.5,5.0,0.5,1.0,0.1,3,0.6
NACA_0015,0.5,0.008899,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,0.7368,0.018839,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,0.9737,0.034402,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,1.2105,0.057462,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,1.4474,0.08959,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,1.6842,0.131605,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,1.9211,0.18377,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,2.1579,0.245578,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,2.3947,0.315006,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,2.6316,0.387778,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,2.8684,0.458509,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,3.1053,0.519949,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,3.3421,0.565061,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,3.5789,0.592046,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,3.8158,0.592593,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,4.0526,0.592593,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,4.2895,0.592593,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,4.5263,0.585647,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,4.7632,0.558688,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,5.0,0.522594,0.592593,0.35266,0.5,5.0,0.5,1.0,0.12,2,0.48
NACA_0015,0.5,0.013144,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,0.7368,0.027839,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,0.9737,0.050872,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,1.2105,0.085016,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,1.4474,0.132429,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,1.6842,0.193994,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,1.9211,0.269217,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,2.1579,0.355182,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,2.3947,0.444237,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,2.6316,0.525643,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,2.8684,0.585018,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,3.1053,0.592593,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,3.3421,0.592593,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,3.5789,0.571661,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,3.8158,0.522558,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,4.0526,0.457412,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,4.2895,0.382505,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,4.5263,0.306256,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,4.7632,0.234555,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,5.0,0.166646,0.592593,0.325468,0.5,5.0,0.5,1.0,0.12,3,0.72
NACA_0015,0.5,0.011038,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,0.7368,0.023373,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,0.9737,0.042697,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,1.2105,0.071333,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,1.4474,0.111179,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,1.6842,0.163088,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,1.9211,0.227167,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,2.1579,0.301878,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,2.3947,0.383107,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,2.6316,0.463905,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,2.8684,0.53498,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,3.1053,0.58555,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,3.3421,0.592593,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,3.5789,0.592593,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,3.8158,0.592593,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,4.0526,0.571569,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,4.2895,0.530394,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,4.5263,0.477648,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,4.7632,0.417116,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,5.0,0.35314,0.592593,0.352347,0.5,5.0,0.5,1.0,0.15,2,0.6
NACA_0015,0.5,0.016242,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,0.7368,0.034413,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,0.9737,0.06292,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,1.2105,0.105197,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,1.4474,0.163651,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,1.6842,0.239016,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,1.9211,0.329258,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,2.1579,0.426597,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,2.3947,0.51709,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,2.6316,0.579803,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,2.8684,0.592593,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,3.1053,0.559365,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,3.3421,0.493857,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,3.5789,0.404825,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,3.8158,0.306309,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,4.0526,0.21675,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,4.2895,0.141937,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,4.5263,0.070903,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,4.7632,0.0,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,5.0,0.0,0.592593,0.292263,0.5,4.5263,0.5,1.0,0.15,3,0.9
NACA_0015,0.5,0.013144,0.592593,0.325468,0.5,5.0,0.5,1.0,0.18,2,0.72
NACA_0015,0.7368,0.027839,0.592593,0.325468,0.5,5.0,0.5,1.0,0.18,2,0.72
